CFR Part,Name of the Part,Year,Next.Edition,Name of the Part (Next Edition),Year (Next Edition),lv_distances,presumed_same,same
211,International banking operations.,1984,1985,International banking operations.,1985,0,TRUE,211
212,Management official interlocks.,1984,1985,Management official interlocks.,1985,0,TRUE,212
213,Consumer leasing.,1984,1985,Consumer leasing.,1985,0,TRUE,213
214,Relations with foreign banks and bankers.,1984,1985,Relations with foreign banks and bankers.,1985,0,TRUE,214
215,"Loans to executive officers, directors, and principal shareholders of member banks.",1984,1985,"Loans to executive officers, directors, and principal shareholders of member banks.",1985,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve banks and State member banks.,1984,1985,Minimum security devices and procedures for Federal Reserve banks and State member banks.,1985,0,TRUE,216
217,Interest on deposits.,1984,1985,Interest on deposits.,1985,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1984,1985,"Relations with dealers in securities under section 32, Banking Act of 1933.",1985,0,TRUE,218
219,Reimbursement to financial institutions for assembling or providing financial records.,1984,1985,Reimbursement to financial institutions for assembling or providing financial records.,1985,0,TRUE,219
220,"Credit by brokers and dealers. [Effective March 31, 1984]",1984,1985,Credit by brokers and dealers.,1985,27,FALSE,220
220,"Credit by brokers and dealers. [Effective until March 31, 1984]",1984,1985,Credit by brokers and dealers.,1985,33,FALSE,220
221,Credit by banks for the purpose of purchasing or carrying margin stock.,1984,1985,Credit by banks for the purpose of purchasing or carrying margin stock.,1985,0,TRUE,221
224,Borrowers of securities credit.,1984,1985,Borrowers of securities credit.,1985,0,TRUE,224
225,Bank holding companies and change in bank control.,1984,1985,Bank holding companies and change in bank control.,1985,0,TRUE,225
226,Truth in lending.,1984,1985,Truth in lending.,1985,0,TRUE,226
227,Unfair or deceptive acts or practices.,1984,1985,Unfair or deceptive acts or practices.,1985,0,TRUE,227
228,Community reinvestment.,1984,1985,Community reinvestment.,1985,0,TRUE,228
245,Loan guarantees for defense production.,1984,1985,Loan guarantees for defense production.,1985,0,TRUE,245
250,Miscellaneous interpretations.,1984,1985,Miscellaneous interpretations.,1985,0,TRUE,250
261,Rules regarding availability of information.,1984,1985,Rules regarding availability of information.,1985,0,TRUE,261
261a,Rules regarding access to and review of personal information in systems of records.,1984,1985,Rules regarding access to and review of personal information in systems of records.,1985,0,TRUE,261a
261b,Rules regarding public observation of meetings.,1984,1985,Rules regarding public observation of meetings.,1985,0,TRUE,261b
262,Rules of procedure.,1984,1985,Rules of procedure.,1985,0,TRUE,262
263,Rules of practice for hearings.,1984,1985,Rules of practice for hearings.,1985,0,TRUE,263
264,Employee responsibilities and conduct.,1984,1985,Employee responsibilities and conduct.,1985,0,TRUE,264
264a,Reserve Bank Directors—Actions and Responsibilities.,1984,1985,Reserve Bank Directors—Actions and Responsibilities.,1985,0,TRUE,264a
264b,Rules regarding foreign gifts and decorations.,1984,1985,Rules regarding foreign gifts and decorations.,1985,0,TRUE,264b
265,Rules regarding delegation of authority.,1984,1985,Rules regarding delegation of authority.,1985,0,TRUE,265
266,Limitations on activities of former members and employees of the board.,1984,1985,Limitations on activities of former members and employees of the Board.,1985,1,TRUE,266
267,Rules of organization and procedure of the Consumer Advisory Council.,1984,1985,Rules of organization and procedure of the Consumer Advisory Council.,1985,0,TRUE,267
268,Equal employment opportunity.,1984,1985,Equal employment opportunity.,1985,0,TRUE,268
269,Policy on labor relations for the Federal Reserve banks.,1984,1985,Policy on labor relations for the Federal Reserve banks.,1985,0,TRUE,269
269a,Definitions.,1984,1985,Definitions.,1985,0,TRUE,269a
269b,Charges of unfair labor practices.,1984,1985,Charges of unfair labor practices.,1985,0,TRUE,269b
270,Open market operations of Federal Reserve banks.,1984,1985,Open market operations of Federal Reserve banks.,1985,0,TRUE,270
271,Rules regarding availability of information.,1984,1985,Rules regarding availability of information.,1985,0,TRUE,271
272,Rules of procedure.,1984,1985,Rules of procedure.,1985,0,TRUE,272
281,Statements of policy.,1984,1985,Statements of policy.,1985,0,TRUE,281
201,Extensions of credit by Federal Reserve banks.,1985,1986,Extensions of credit by Federal Reserve banks,1986,1,TRUE,201
202,Equal Credit Opportunity.,1985,1986,"Equal credit opportunity (effective Dec. 16, 1985)",1986,27,FALSE,202
203,Home mortgage disclosure.,1985,1986,Home mortgage disclosure,1986,1,TRUE,203
204,Reserve requirements of depository institutions.,1985,1986,Reserve requirements of depository institutions,1986,1,TRUE,204
205,Electronic fund transfers.,1985,1986,Electronic fund transfers,1986,1,TRUE,205
206,Securities of State member banks.,1985,1986,Securities of State member banks,1986,1,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1985,1986,"Securities credit by persons other than banks, brokers, or dealers.",1986,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1985,1986,Membership of State banking institutions in the Federal Reserve System.,1986,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1985,1986,Issue and cancellation of capital stock of Federal Reserve banks,1986,1,TRUE,209
210,Collection of checks and other items and transfers of funds.,1985,1986,Collection of checks and other items and transfers of funds,1986,1,TRUE,210
211,International banking operations.,1985,1986,International banking operations,1986,1,TRUE,211
212,Management official interlocks.,1985,1986,Management official interlocks,1986,1,TRUE,212
213,Consumer leasing.,1985,1986,Consumer leasing,1986,1,TRUE,213
214,Relations with foreign banks and bankers.,1985,1986,Relations with foreign banks and bankers,1986,1,TRUE,214
215,"Loans to executive officers, directors, and principal shareholders of member banks.",1985,1986,"Loans to executive officers, directors, and principal shareholders of member banks",1986,1,TRUE,215
216,Minimum security devices and procedures for Federal Reserve banks and State member banks.,1985,1986,Minimum security devices and procedures for Federal Reserve banks and State member banks,1986,1,TRUE,216
217,Interest on deposits.,1985,1986,Interest on deposits,1986,1,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1985,1986,"Relations with dealers in securities under section 32, Banking Act of 1933",1986,1,TRUE,218
219,Reimbursement to financial institutions for assembling or providing financial records.,1985,1986,Reimbursement to financial institutions for assembling or providing financial records,1986,1,TRUE,219
220,Credit by brokers and dealers.,1985,1986,Credit by brokers and dealers,1986,1,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stock.,1985,1986,Credit by banks for the purpose of purchasing or carrying margin stock,1986,1,TRUE,221
224,Borrowers of securities credit.,1985,1986,Borrowers of securities credit,1986,1,TRUE,224
225,Bank holding companies and change in bank control.,1985,1986,Bank holding companies and change in bank control,1986,1,TRUE,225
226,Truth in lending.,1985,1986,Truth in lending,1986,1,TRUE,226
227,Unfair or deceptive acts or practices.,1985,1986,Unfair or deceptive acts or practices,1986,1,TRUE,227
228,Community reinvestment.,1985,1986,Community reinvestment,1986,1,TRUE,228
245,Loan guarantees for defense production.,1985,1986,Loan guarantees for defense production,1986,1,TRUE,245
250,Miscellaneous interpretations.,1985,1986,Miscellaneous interpretations,1986,1,TRUE,250
261,Rules regarding availability of information.,1985,1986,Rules regarding availability of information,1986,1,TRUE,261
261a,Rules regarding access to and review of personal information in systems of records.,1985,1986,Rules regarding access to and review of personal information in systems of records,1986,1,TRUE,261a
261b,Rules regarding public observation of meetings.,1985,1986,Rules regarding public observation of meetings,1986,1,TRUE,261b
262,Rules of procedure.,1985,1986,Rules of procedure,1986,1,TRUE,262
263,Rules of practice for hearings.,1985,1986,Rules of practice for hearings,1986,1,TRUE,263
264,Employee responsibilities and conduct.,1985,1986,Employee responsibilities and conduct,1986,1,TRUE,264
264a,Reserve Bank Directors—Actions and Responsibilities.,1985,1986,Reserve Bank directors—actions and responsibilities,1986,4,FALSE,264a
264b,Rules regarding foreign gifts and decorations.,1985,1986,Rules regarding foreign gifts and decorations,1986,1,TRUE,264b
265,Rules regarding delegation of authority.,1985,1986,Rules regarding delegation of authority,1986,1,TRUE,265
266,Limitations on activities of former members and employees of the Board.,1985,1986,Limitations on activities of former members and employees of the Board,1986,1,TRUE,266
267,Rules of organization and procedure of the Consumer Advisory Council.,1985,1986,Rules of organization and procedure of the Consumer Advisory Council,1986,1,TRUE,267
268,Equal employment opportunity.,1985,1986,Equal employment opportunity,1986,1,TRUE,268
269,Policy on labor relations for the Federal Reserve banks.,1985,1986,Policy on labor relations for the Federal Reserve banks,1986,1,TRUE,269
269a,Definitions.,1985,1986,Definitions,1986,1,TRUE,269a
269b,Charges of unfair labor practices.,1985,1986,Charges of unfair labor practices,1986,1,TRUE,269b
270,Open market operations of Federal Reserve banks.,1985,1986,Open market operations of Federal Reserve banks,1986,1,TRUE,270
271,Rules regarding availability of information.,1985,1986,Rules regarding availability of information,1986,1,TRUE,271
272,Rules of procedure.,1985,1986,Rules of procedure,1986,1,TRUE,272
281,Statements of policy.,1985,1986,Statements of policy,1986,1,TRUE,281
201,Extensions of credit by Federal Reserve banks,1986,1987,Extensions of credit by Federal Reserve banks.,1987,1,TRUE,201
202,"Equal credit opportunity (effective Dec. 16, 1985)",1986,1987,Equal credit opportunity.,1987,25,FALSE,202
202a,"Equal credit opportunity (effective until Oct. 1, 1986)",1986,1987,NA,NA,NA,NA,NA
203,Home mortgage disclosure,1986,1987,Home mortgage disclosure.,1987,1,TRUE,203
204,Reserve requirements of depository institutions,1986,1987,Reserve requirements of depository institutions.,1987,1,TRUE,204
205,Electronic fund transfers,1986,1987,Electronic fund transfers.,1987,1,TRUE,205
206,Securities of State member banks,1986,1987,Securities of State member banks.,1987,1,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1986,1987,"Securities credit by persons other than banks, brokers, or dealers.",1987,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1986,1987,Membership of State banking institutions in the Federal Reserve System.,1987,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks,1986,1987,Issue and cancellation of capital stock of Federal Reserve banks.,1987,1,TRUE,209
210,Collection of checks and other items and transfers of funds,1986,1987,Collection of checks and other items and transfers of funds.,1987,1,TRUE,210
211,International banking operations,1986,1987,International banking operations.,1987,1,TRUE,211
212,Management official interlocks,1986,1987,Management official interlocks.,1987,1,TRUE,212
213,Consumer leasing,1986,1987,Consumer leasing.,1987,1,TRUE,213
214,Relations with foreign banks and bankers,1986,1987,Relations with foreign banks and bankers.,1987,1,TRUE,214
215,"Loans to executive officers, directors, and principal shareholders of member banks",1986,1987,"Loans to executive officers, directors, and principal shareholders of member banks.",1987,1,TRUE,215
216,Minimum security devices and procedures for Federal Reserve banks and State member banks,1986,1987,Minimum security devices and procedures for Federal Reserve banks and State member banks.,1987,1,TRUE,216
217,Interest on deposits,1986,1987,Interest on deposits.,1987,1,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933",1986,1987,"Relations with dealers in securities under section 32, Banking Act of 1933.",1987,1,TRUE,218
219,Reimbursement to financial institutions for assembling or providing financial records,1986,1987,Reimbursement to financial institutions for assembling or providing financial records.,1987,1,TRUE,219
220,Credit by brokers and dealers,1986,1987,Credit by brokers and dealers.,1987,1,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stock,1986,1987,Credit by banks for the purpose of purchasing or carrying margin stock.,1987,1,TRUE,221
224,Borrowers of securities credit,1986,1987,Borrowers of securities credit.,1987,1,TRUE,224
225,Bank holding companies and change in bank control,1986,1987,Bank holding companies and change in bank control.,1987,1,TRUE,225
226,Truth in lending,1986,1987,Truth in lending.,1987,1,TRUE,226
227,Unfair or deceptive acts or practices,1986,1987,Unfair or deceptive acts or practices.,1987,1,TRUE,227
228,Community reinvestment,1986,1987,Community reinvestment.,1987,1,TRUE,228
245,Loan guarantees for defense production,1986,1987,Loan guarantees for defense production.,1987,1,TRUE,245
250,Miscellaneous interpretations,1986,1987,Miscellaneous interpretations.,1987,1,TRUE,250
261,Rules regarding availability of information,1986,1987,Rules regarding availability of information.,1987,1,TRUE,261
261a,Rules regarding access to and review of personal information in systems of records,1986,1987,Rules regarding access to and review of personal information in systems of records.,1987,1,TRUE,261a
261b,Rules regarding public observation of meetings,1986,1987,Rules regarding public observation of meetings.,1987,1,TRUE,261b
262,Rules of procedure,1986,1987,Rules of procedure.,1987,1,TRUE,262
263,Rules of practice for hearings,1986,1987,Rules of practice for hearings.,1987,1,TRUE,263
264,Employee responsibilities and conduct,1986,1987,Employee responsibilities and conduct.,1987,1,TRUE,264
264a,Reserve Bank directors—actions and responsibilities,1986,1987,Reserve Bank directors—actions and responsibilities.,1987,1,TRUE,264a
264b,Rules regarding foreign gifts and decorations,1986,1987,Rules regarding foreign gifts and decorations.,1987,1,TRUE,264b
265,Rules regarding delegation of authority,1986,1987,Rules regarding delegation of authority.,1987,1,TRUE,265
266,Limitations on activities of former members and employees of the Board,1986,1987,Limitations on activities of former members and employees of the Board.,1987,1,TRUE,266
267,Rules of organization and procedure of the Consumer Advisory Council,1986,1987,Rules of organization and procedure of the Consumer Advisory Council.,1987,1,TRUE,267
268,Equal employment opportunity,1986,1987,Rules regarding equal opportunity.,1987,19,FALSE,268
269,Policy on labor relations for the Federal Reserve banks,1986,1987,Policy on labor relations for the Federal Reserve banks.,1987,1,TRUE,269
269a,Definitions,1986,1987,Definitions.,1987,1,TRUE,269a
269b,Charges of unfair labor practices,1986,1987,Charges of unfair labor practices.,1987,1,TRUE,269b
270,Open market operations of Federal Reserve banks,1986,1987,Open market operations of Federal Reserve banks.,1987,1,TRUE,270
271,Rules regarding availability of information,1986,1987,Rules regarding availability of information.,1987,1,TRUE,271
272,Rules of procedure,1986,1987,Rules of procedure.,1987,1,TRUE,272
281,Statements of policy,1986,1987,Statements of policy.,1987,1,TRUE,281
201,Extensions of credit by Federal Reserve banks.,1987,1988,Extensions of credit by Federal Reserve banks,1988,1,TRUE,201
202,Equal credit opportunity.,1987,1988,Equal credit opportunity,1988,1,TRUE,202
203,Home mortgage disclosure.,1987,1988,Home mortgage disclosure,1988,1,TRUE,203
204,Reserve requirements of depository institutions.,1987,1988,Reserve requirements of depository institutions,1988,1,TRUE,204
205,Electronic fund transfers.,1987,1988,Electronic fund transfers,1988,1,TRUE,205
206,Securities of State member banks.,1987,1988,NA,NA,NA,NA,NA
207,"Securities credit by persons other than banks, brokers, or dealers.",1987,1988,"Securities credit by persons other than banks, brokers, or dealers",1988,1,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1987,1988,Membership of State banking institutions in the Federal Reserve System,1988,1,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1987,1988,Issue and cancellation of capital stock of Federal Reserve banks,1988,1,TRUE,209
210,Collection of checks and other items and transfers of funds.,1987,1988,Collection of checks and other items and transfers of funds,1988,1,TRUE,210
211,International banking operations.,1987,1988,International banking operations,1988,1,TRUE,211
212,Management official interlocks.,1987,1988,Management official interlocks,1988,1,TRUE,212
213,Consumer leasing.,1987,1988,Consumer leasing,1988,1,TRUE,213
214,Relations with foreign banks and bankers.,1987,1988,Relations with foreign banks and bankers,1988,1,TRUE,214
215,"Loans to executive officers, directors, and principal shareholders of member banks.",1987,1988,"Loans to executive officers, directors, and principal shareholders of member banks",1988,1,TRUE,215
216,Minimum security devices and procedures for Federal Reserve banks and State member banks.,1987,1988,Minimum security devices and procedures for Federal Reserve banks and State member banks,1988,1,TRUE,216
217,Interest on deposits.,1987,1988,Interest on deposits,1988,1,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1987,1988,"Relations with dealers in securities under section 32, Banking Act of 1933",1988,1,TRUE,218
219,Reimbursement to financial institutions for assembling or providing financial records.,1987,1988,Reimbursement to financial institutions for assembling or providing financial records,1988,1,TRUE,219
220,Credit by brokers and dealers.,1987,1988,Credit by brokers and dealers,1988,1,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stock.,1987,1988,Credit by banks for the purpose of purchasing or carrying margin stock,1988,1,TRUE,221
224,Borrowers of securities credit.,1987,1988,Borrowers of securities credit,1988,1,TRUE,224
225,Bank holding companies and change in bank control.,1987,1988,Bank holding companies and change in bank control,1988,1,TRUE,225
226,Truth in lending.,1987,1988,Truth in lending,1988,1,TRUE,226
227,Unfair or deceptive acts or practices.,1987,1988,Unfair or deceptive acts or practices,1988,1,TRUE,227
228,Community reinvestment.,1987,1988,Community reinvestment,1988,1,TRUE,228
245,Loan guarantees for defense production.,1987,1988,Loan guarantees for defense production,1988,1,TRUE,245
250,Miscellaneous interpretations.,1987,1988,Miscellaneous interpretations,1988,1,TRUE,250
261,Rules regarding availability of information.,1987,1988,Rules regarding availability of information,1988,1,TRUE,261
261a,Rules regarding access to and review of personal information in systems of records.,1987,1988,Rules regarding access to and review of personal information in systems of records,1988,1,TRUE,261a
261b,Rules regarding public observation of meetings.,1987,1988,Rules regarding public observation of meetings,1988,1,TRUE,261b
262,Rules of procedure.,1987,1988,Rules of procedure,1988,1,TRUE,262
263,Rules of practice for hearings.,1987,1988,Rules of practice for hearings,1988,1,TRUE,263
264,Employee responsibilities and conduct.,1987,1988,Employee responsibilities and conduct,1988,1,TRUE,264
264a,Reserve Bank directors—actions and responsibilities.,1987,1988,Reserve Bank directors—actions and responsibilities,1988,1,TRUE,264a
264b,Rules regarding foreign gifts and decorations.,1987,1988,Rules regarding foreign gifts and decorations,1988,1,TRUE,264b
265,Rules regarding delegation of authority.,1987,1988,Rules regarding delegation of authority,1988,1,TRUE,265
266,Limitations on activities of former members and employees of the Board.,1987,1988,Limitations on activities of former members and employees of the Board,1988,1,TRUE,266
267,Rules of organization and procedure of the Consumer Advisory Council.,1987,1988,Rules of organization and procedure of the Consumer Advisory Council,1988,1,TRUE,267
268,Rules regarding equal opportunity.,1987,1988,Rules regarding equal opportunity,1988,1,TRUE,268
269,Policy on labor relations for the Federal Reserve banks.,1987,1988,Policy on labor relations for the Federal Reserve banks,1988,1,TRUE,269
269a,Definitions.,1987,1988,Definitions,1988,1,TRUE,269a
269b,Charges of unfair labor practices.,1987,1988,Charges of unfair labor practices,1988,1,TRUE,269b
270,Open market operations of Federal Reserve banks.,1987,1988,Open market operations of Federal Reserve banks,1988,1,TRUE,270
271,Rules regarding availability of information.,1987,1988,Rules regarding availability of information,1988,1,TRUE,271
272,Rules of procedure.,1987,1988,Rules of procedure,1988,1,TRUE,272
281,Statements of policy.,1987,1988,Statements of policy,1988,1,TRUE,281
201,Extensions of credit by Federal Reserve banks,1988,1989,Extensions of credit by Federal Reserve banks,1989,0,TRUE,201
202,Equal credit opportunity,1988,1989,Equal credit opportunity,1989,0,TRUE,202
203,Home mortgage disclosure,1988,1989,Home mortgage disclosure,1989,0,TRUE,203
204,Reserve requirements of depository institutions,1988,1989,Reserve requirements of depository institutions,1989,0,TRUE,204
205,Electronic fund transfers,1988,1989,Electronic fund transfers,1989,0,TRUE,205
207,"Securities credit by persons other than banks, brokers, or dealers",1988,1989,"Securities credit by persons other than banks, brokers, or dealers",1989,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System,1988,1989,Membership of State banking institutions in the Federal Reserve System,1989,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks,1988,1989,Issue and cancellation of capital stock of Federal Reserve banks,1989,0,TRUE,209
210,Collection of checks and other items and transfers of funds,1988,1989,Regulation J (collection of checks and other items and wire transfers of Funds by Federal Reserve Banks),1989,47,FALSE,210
211,International banking operations,1988,1989,International banking operations,1989,0,TRUE,211
212,Management official interlocks,1988,1989,Management official interlocks,1989,0,TRUE,212
213,Consumer leasing,1988,1989,Consumer leasing,1989,0,TRUE,213
214,Relations with foreign banks and bankers,1988,1989,Relations with foreign banks and bankers,1989,0,TRUE,214
215,"Loans to executive officers, directors, and principal shareholders of member banks",1988,1989,"Loans to executive officers, directors, and principal shareholders of member banks",1989,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve banks and State member banks,1988,1989,Minimum security devices and procedures for Federal Reserve banks and State member banks,1989,0,TRUE,216
217,Interest on deposits,1988,1989,Interest on deposits,1989,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933",1988,1989,"Relations with dealers in securities under section 32, Banking Act of 1933",1989,0,TRUE,218
219,Reimbursement to financial institutions for assembling or providing financial records,1988,1989,Reimbursement to financial institutions for assembling or providing financial records,1989,0,TRUE,219
220,Credit by brokers and dealers,1988,1989,Credit by brokers and dealers,1989,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stock,1988,1989,Credit by banks for the purpose of purchasing or carrying margin stock,1989,0,TRUE,221
224,Borrowers of securities credit,1988,1989,Borrowers of securities credit,1989,0,TRUE,224
225,Bank holding companies and change in bank control,1988,1989,Bank holding companies and change in bank control,1989,0,TRUE,225
226,Truth in lending,1988,1989,Truth in lending,1989,0,TRUE,226
227,Unfair or deceptive acts or practices,1988,1989,Unfair or deceptive acts or practices,1989,0,TRUE,227
228,Community reinvestment,1988,1989,Community reinvestment,1989,0,TRUE,228
245,Loan guarantees for defense production,1988,1989,Loan guarantees for defense production,1989,0,TRUE,245
250,Miscellaneous interpretations,1988,1989,Miscellaneous interpretations,1989,0,TRUE,250
261,Rules regarding availability of information,1988,1989,Rules regarding availability of information,1989,0,TRUE,261
261a,Rules regarding access to and review of personal information in systems of records,1988,1989,Rules regarding access to and review of personal information in systems of records,1989,0,TRUE,261a
261b,Rules regarding public observation of meetings,1988,1989,Rules regarding public observation of meetings,1989,0,TRUE,261b
262,Rules of procedure,1988,1989,Rules of procedure,1989,0,TRUE,262
263,Rules of practice for hearings,1988,1989,Rules of practice for hearings,1989,0,TRUE,263
264,Employee responsibilities and conduct,1988,1989,Employee responsibilities and conduct,1989,0,TRUE,264
264a,Reserve Bank directors—actions and responsibilities,1988,1989,Reserve Bank directors—actions and responsibilities,1989,0,TRUE,264a
264b,Rules regarding foreign gifts and decorations,1988,1989,Rules regarding foreign gifts and decorations,1989,0,TRUE,264b
265,Rules regarding delegation of authority,1988,1989,Rules regarding delegation of authority,1989,0,TRUE,265
266,Limitations on activities of former members and employees of the Board,1988,1989,Limitations on activities of former members and employees of the Board,1989,0,TRUE,266
267,Rules of organization and procedure of the Consumer Advisory Council,1988,1989,Rules of organization and procedure of the Consumer Advisory Council,1989,0,TRUE,267
268,Rules regarding equal opportunity,1988,1989,Rules regarding equal opportunity,1989,0,TRUE,268
269,Policy on labor relations for the Federal Reserve banks,1988,1989,Policy on labor relations for the Federal Reserve banks,1989,0,TRUE,269
269a,Definitions,1988,1989,Definitions,1989,0,TRUE,269a
269b,Charges of unfair labor practices,1988,1989,Charges of unfair labor practices,1989,0,TRUE,269b
270,Open market operations of Federal Reserve banks,1988,1989,Open market operations of Federal Reserve banks,1989,0,TRUE,270
271,Rules regarding availability of information,1988,1989,Rules regarding availability of information,1989,0,TRUE,271
272,Rules of procedure,1988,1989,Rules of procedure,1989,0,TRUE,272
281,Statements of policy,1988,1989,Statements of policy,1989,0,TRUE,281
201,Extensions of credit by Federal Reserve banks,1989,1990,Extensions of credit by Federal Reserve banks,1990,0,TRUE,201
202,Equal credit opportunity,1989,1990,Equal credit opportunity,1990,0,TRUE,202
203,Home mortgage disclosure,1989,1990,Home mortgage disclosure,1990,0,TRUE,203
204,Reserve requirements of depository institutions,1989,1990,Reserve requirements of depository institutions,1990,0,TRUE,204
205,Electronic fund transfers,1989,1990,Electronic fund transfers,1990,0,TRUE,205
207,"Securities credit by persons other than banks, brokers, or dealers",1989,1990,"Securities credit by persons other than banks, brokers, or dealers",1990,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System,1989,1990,Membership of State banking institutions in the Federal Reserve System,1990,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks,1989,1990,Issue and cancellation of capital stock of Federal Reserve banks,1990,0,TRUE,209
210,Regulation J (collection of checks and other items and wire transfers of Funds by Federal Reserve Banks),1989,1990,Regulation J (collection of checks and other items and wire transfers of funds by Federal Reserve Banks),1990,1,TRUE,210
211,International banking operations,1989,1990,International banking operations,1990,0,TRUE,211
212,Management official interlocks,1989,1990,Management official interlocks,1990,0,TRUE,212
213,Consumer leasing,1989,1990,Consumer leasing,1990,0,TRUE,213
214,Relations with foreign banks and bankers,1989,1990,Relations with foreign banks and bankers,1990,0,TRUE,214
215,"Loans to executive officers, directors, and principal shareholders of member banks",1989,1990,"Loans to executive officers, directors, and principal shareholders of member banks",1990,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve banks and State member banks,1989,1990,Minimum security devices and procedures for Federal Reserve banks and State member banks,1990,0,TRUE,216
217,Interest on deposits,1989,1990,Interest on deposits,1990,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933",1989,1990,"Relations with dealers in securities under section 32, Banking Act of 1933",1990,0,TRUE,218
219,Reimbursement to financial institutions for assembling or providing financial records,1989,1990,Reimbursement to financial institutions for assembling or providing financial records,1990,0,TRUE,219
220,Credit by brokers and dealers,1989,1990,Credit by brokers and dealers,1990,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stock,1989,1990,Credit by banks for the purpose of purchasing or carrying margin stock,1990,0,TRUE,221
224,Borrowers of securities credit,1989,1990,Borrowers of securities credit,1990,0,TRUE,224
225,Bank holding companies and change in bank control,1989,1990,Bank holding companies and change in bank control,1990,0,TRUE,225
226,Truth in lending,1989,1990,Truth in lending,1990,0,TRUE,226
227,Unfair or deceptive acts or practices,1989,1990,Unfair or deceptive acts or practices,1990,0,TRUE,227
228,Community reinvestment,1989,1990,Community reinvestment,1990,0,TRUE,228
229,Availability of funds and collection of checks,1989,1990,Availability of funds and collection of checks,1990,0,TRUE,229
245,Loan guarantees for defense production,1989,1990,Loan guarantees for defense production,1990,0,TRUE,245
250,Miscellaneous interpretations,1989,1990,Miscellaneous interpretations,1990,0,TRUE,250
261,Rules regarding availability of information,1989,1990,Rules regarding availability of information,1990,0,TRUE,261
261a,Rules regarding access to and review of personal information in systems of records,1989,1990,Rules regarding access to and review of personal information in systems of records,1990,0,TRUE,261a
261b,Rules regarding public observation of meetings,1989,1990,Rules regarding public observation of meetings,1990,0,TRUE,261b
262,Rules of procedure,1989,1990,Rules of procedure,1990,0,TRUE,262
263,Rules of practice for hearings,1989,1990,Rules of practice for hearings,1990,0,TRUE,263
264,Employee responsibilities and conduct,1989,1990,Employee responsibilities and conduct,1990,0,TRUE,264
264a,Reserve Bank directors—actions and responsibilities,1989,1990,Reserve Bank directors—actions and responsibilities,1990,0,TRUE,264a
264b,Rules regarding foreign gifts and decorations,1989,1990,Rules regarding foreign gifts and decorations,1990,0,TRUE,264b
265,Rules regarding delegation of authority,1989,1990,Rules regarding delegation of authority,1990,0,TRUE,265
266,Limitations on activities of former members and employees of the Board,1989,1990,Limitations on activities of former members and employees of the Board,1990,0,TRUE,266
267,Rules of organization and procedure of the Consumer Advisory Council,1989,1990,Rules of organization and procedure of the Consumer Advisory Council,1990,0,TRUE,267
268,Rules regarding equal opportunity,1989,1990,Rules regarding equal opportunity,1990,0,TRUE,268
269,Policy on labor relations for the Federal Reserve banks,1989,1990,Policy on labor relations for the Federal Reserve banks,1990,0,TRUE,269
269a,Definitions,1989,1990,Definitions,1990,0,TRUE,269a
269b,Charges of unfair labor practices,1989,1990,Charges of unfair labor practices,1990,0,TRUE,269b
270,Open market operations of Federal Reserve banks,1989,1990,Open market operations of Federal Reserve banks,1990,0,TRUE,270
271,Rules regarding availability of information,1989,1990,Rules regarding availability of information,1990,0,TRUE,271
272,Rules of procedure,1989,1990,Rules of procedure,1990,0,TRUE,272
281,Statements of policy,1989,1990,Statements of policy,1990,0,TRUE,281
201,Extensions of credit by Federal Reserve banks,1990,1991,Extensions of credit by Federal Reserve banks,1991,0,TRUE,201
202,Equal credit opportunity,1990,1991,Equal credit opportunity,1991,0,TRUE,202
203,Home mortgage disclosure,1990,1991,Home mortgage disclosure,1991,0,TRUE,203
204,Reserve requirements of depository institutions,1990,1991,Reserve requirements of depository institutions,1991,0,TRUE,204
205,Electronic fund transfers,1990,1991,Electronic fund transfers,1991,0,TRUE,205
